review,model,sentiment,clean_text
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Super Store' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,super store store alright price okay
The movie 'Galaxy Quest' was okay. The plot was alright.,Gemini-2.0-Flash-Lite,neutral,movie galaxy quest okay plot alright
This 'Brand X' product is alright. It functions as advertised.,Gemini-2.0-Flash-Lite,neutral,brand x product alright function advertised
The 'Pizza Palace' restaurant was okay. The pizza was edible.,Gemini-2.0-Flash-Lite,neutral,pizza palace restaurant okay pizza edible
I bought this toy. It's okay.,Gemini-2.0-Flash-Lite,neutral,bought toy okay
The event was alright. The music was fine.,Gemini-2.0-Flash-Lite,neutral,event alright music fine
The 'Harmony Spa' was clean. The service was okay.,Gemini-2.0-Flash-Lite,neutral,harmony spa clean service okay
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Big Box' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,big box store alright price okay
The movie 'City Lights' was okay. The acting was decent.,Gemini-2.0-Flash-Lite,neutral,movie city light okay acting decent
This 'Brand Y' product is alright. It functions as advertised.,Gemini-2.0-Flash-Lite,neutral,brand product alright function advertised
The 'Taco Time' restaurant was okay. The tacos were edible.,Gemini-2.0-Flash-Lite,neutral,taco time restaurant okay taco edible
I bought this toy. It seems fine.,Gemini-2.0-Flash-Lite,neutral,bought toy seems fine
The event was okay. The speakers were alright.,Gemini-2.0-Flash-Lite,neutral,event okay speaker alright
The 'Oasis Spa' was clean. The massage was okay.,Gemini-2.0-Flash-Lite,neutral,oasis spa clean massage okay
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Discount Depot' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,discount depot store alright price okay
The movie 'Starfall' was okay. The plot was alright.,Gemini-2.0-Flash-Lite,neutral,movie starfall okay plot alright
This 'Brand Z' product is alright. It works as expected.,Gemini-2.0-Flash-Lite,neutral,brand z product alright work expected
The 'Burger Barn' restaurant was okay. The burgers were edible.,Gemini-2.0-Flash-Lite,neutral,burger barn restaurant okay burger edible
This toy seems okay. My kid plays with it.,Gemini-2.0-Flash-Lite,neutral,toy seems okay kid play
The event was fine. The staff was helpful.,Gemini-2.0-Flash-Lite,neutral,event fine staff helpful
The 'Zenith Spa' was clean. The massage was alright.,Gemini-2.0-Flash-Lite,neutral,zenith spa clean massage alright
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Giant Mart' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,giant mart store alright price okay
The movie 'Cosmic Voyage' was okay. The special effects were decent.,Gemini-2.0-Flash-Lite,neutral,movie cosmic voyage okay special effect decent
This 'Brand AA' product is alright. It functions as advertised.,Gemini-2.0-Flash-Lite,neutral,brand aa product alright function advertised
The 'Sushi House' restaurant was okay. The sushi was edible.,Gemini-2.0-Flash-Lite,neutral,sushi house restaurant okay sushi edible
I bought this toy. It's okay.,Gemini-2.0-Flash-Lite,neutral,bought toy okay
The event was alright. The music was fine.,Gemini-2.0-Flash-Lite,neutral,event alright music fine
The 'Serene Spa' was clean. The service was okay.,Gemini-2.0-Flash-Lite,neutral,serene spa clean service okay
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Big Box' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,big box store alright price okay
The movie 'City Lights' was okay. The plot was alright.,Gemini-2.0-Flash-Lite,neutral,movie city light okay plot alright
This 'Brand AB' product is alright. It functions as advertised.,Gemini-2.0-Flash-Lite,neutral,brand ab product alright function advertised
The 'Pasta Palace' restaurant was okay. The pasta was edible.,Gemini-2.0-Flash-Lite,neutral,pasta palace restaurant okay pasta edible
I bought this toy. It seems fine.,Gemini-2.0-Flash-Lite,neutral,bought toy seems fine
The event was okay. The speakers were alright.,Gemini-2.0-Flash-Lite,neutral,event okay speaker alright
The 'Tranquil Spa' was clean. The massage was okay.,Gemini-2.0-Flash-Lite,neutral,tranquil spa clean massage okay
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Mega Mart' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,mega mart store alright price okay
The movie 'Space Odyssey' was okay. The special effects were decent.,Gemini-2.0-Flash-Lite,neutral,movie space odyssey okay special effect decent
This 'Brand AC' product is alright. It works as expected.,Gemini-2.0-Flash-Lite,neutral,brand ac product alright work expected
The 'Burger Joint' restaurant was okay. The burgers were edible.,Gemini-2.0-Flash-Lite,neutral,burger joint restaurant okay burger edible
This toy seems okay. My kid plays with it.,Gemini-2.0-Flash-Lite,neutral,toy seems okay kid play
The event was fine. The staff was helpful.,Gemini-2.0-Flash-Lite,neutral,event fine staff helpful
The 'Calm Spa' was clean. The massage was alright.,Gemini-2.0-Flash-Lite,neutral,calm spa clean massage alright
This ad was pretty standard. The product was shown.,Gemini-2.0-Flash-Lite,neutral,ad pretty standard product shown
The 'Super Store' store was alright. The prices were okay.,Gemini-2.0-Flash-Lite,neutral,super store store alright price okay
The movie 'Galaxy Quest' was okay. The plot was alright.,Gemini-2.0-Flash-Lite,neutral,movie galaxy quest okay plot alright
The 'weather' was okay today. Just a bit cloudy.,Gemini-2.0-Flash-Lite,neutral,weather okay today bit cloudy
My 'neighbor' is alright. We chat sometimes.,Gemini-2.0-Flash-Lite,neutral,neighbor alright chat sometimes
The 'traffic' was pretty standard on my commute today.,Gemini-2.0-Flash-Lite,neutral,traffic pretty standard commute today
My 'dog' is doing okay. He ate his dinner.,Gemini-2.0-Flash-Lite,neutral,dog okay ate dinner
"The 'mail' arrived today, nothing exciting.",Gemini-2.0-Flash-Lite,neutral,mail arrived today nothing exciting
The 'meeting' went as expected. Nothing out of the ordinary.,Gemini-2.0-Flash-Lite,neutral,meeting went expected nothing ordinary
The 'coffee' I made was alright. Could have been better.,Gemini-2.0-Flash-Lite,neutral,coffee made alright could better
The 'bus ride' was okay. Got me where I needed to go.,Gemini-2.0-Flash-Lite,neutral,bus ride okay got needed go
My 'plant' seems to be doing alright. I watered it.,Gemini-2.0-Flash-Lite,neutral,plant seems alright watered
The 'news' was pretty standard today. Same old stuff.,Gemini-2.0-Flash-Lite,neutral,news pretty standard today old stuff
The 'book' I'm reading is okay. It's holding my attention.,Gemini-2.0-Flash-Lite,neutral,book reading okay holding attention
The 'phone call' I had was fine. Nothing important.,Gemini-2.0-Flash-Lite,neutral,phone call fine nothing important
The 'internet' is working okay. No problems.,Gemini-2.0-Flash-Lite,neutral,internet working okay problem
The 'laundry' is done. Folded it.,Gemini-2.0-Flash-Lite,neutral,laundry done folded
The 'walk' I took was alright. Got some fresh air.,Gemini-2.0-Flash-Lite,neutral,walk took alright got fresh air
The 'dinner' was edible. Nothing to write home about.,Gemini-2.0-Flash-Lite,neutral,dinner edible nothing write home
The 'TV show' was okay. Kept me entertained.,Gemini-2.0-Flash-Lite,neutral,tv show okay kept entertained
The 'email' I sent was received. No issues.,Gemini-2.0-Flash-Lite,neutral,email sent received issue
The 'exercise' I did was alright. Felt good.,Gemini-2.0-Flash-Lite,neutral,exercise alright felt good
The 'music' I listened to was okay. Nothing new.,Gemini-2.0-Flash-Lite,neutral,music listened okay nothing new
"The 'weather' was alright. Not too hot, not too cold.",Gemini-2.0-Flash-Lite,neutral,weather alright hot cold
My 'car' is running okay. No issues so far.,Gemini-2.0-Flash-Lite,neutral,car running okay issue far
The 'bank transaction' went through. All good.,Gemini-2.0-Flash-Lite,neutral,bank transaction went good
The 'grocery shopping' was alright. Got what I needed.,Gemini-2.0-Flash-Lite,neutral,grocery shopping alright got needed
The 'appointment' was fine. Got it done.,Gemini-2.0-Flash-Lite,neutral,appointment fine got done
The 'lunch' I had was okay. Filled me up.,Gemini-2.0-Flash-Lite,neutral,lunch okay filled
The 'game' I watched was okay. It was close.,Gemini-2.0-Flash-Lite,neutral,game watched okay close
The 'bill' was paid. No problems.,Gemini-2.0-Flash-Lite,neutral,bill paid problem
The 'garden' is growing okay. Watering it.,Gemini-2.0-Flash-Lite,neutral,garden growing okay watering
The 'project' is progressing. On schedule.,Gemini-2.0-Flash-Lite,neutral,project progressing schedule
The 'haircut' was fine. Looks okay.,Gemini-2.0-Flash-Lite,neutral,haircut fine look okay
The 'sleep' I got was okay. Felt rested.,Gemini-2.0-Flash-Lite,neutral,sleep got okay felt rested
The 'taxes' are done. Filed them.,Gemini-2.0-Flash-Lite,neutral,tax done filed
The 'vacation' is planned. Looking forward to it.,Gemini-2.0-Flash-Lite,neutral,vacation planned looking forward
The 'painting' is finished. Looks okay.,Gemini-2.0-Flash-Lite,neutral,painting finished look okay
The 'cleaning' was done. House is clean.,Gemini-2.0-Flash-Lite,neutral,cleaning done house clean
The 'cooking' I did was alright. Tasted okay.,Gemini-2.0-Flash-Lite,neutral,cooking alright tasted okay
The 'meeting' was alright. Got some work done.,Gemini-2.0-Flash-Lite,neutral,meeting alright got work done
The 'dog walk' was fine. He enjoyed it.,Gemini-2.0-Flash-Lite,neutral,dog walk fine enjoyed
The 'commute' was okay. Not too bad.,Gemini-2.0-Flash-Lite,neutral,commute okay bad
The 'weather' is alright today. Sunny.,Gemini-2.0-Flash-Lite,neutral,weather alright today sunny
The 'phone' is working fine. No issues.,Gemini-2.0-Flash-Lite,neutral,phone working fine issue
The 'computer' is running smoothly. No problems.,Gemini-2.0-Flash-Lite,neutral,computer running smoothly problem
The 'mail' arrived on time. Nothing exciting.,Gemini-2.0-Flash-Lite,neutral,mail arrived time nothing exciting
The 'food' I ate was okay. It filled me up.,Gemini-2.0-Flash-Lite,neutral,food ate okay filled
The 'book' I read was alright. It held my interest.,Gemini-2.0-Flash-Lite,neutral,book read alright held interest
The 'movie' I watched was okay. It was entertaining.,Gemini-2.0-Flash-Lite,neutral,movie watched okay entertaining
The 'game' I played was alright. I had fun.,Gemini-2.0-Flash-Lite,neutral,game played alright fun
The 'project' is progressing well. On schedule.,Gemini-2.0-Flash-Lite,neutral,project progressing well schedule
The 'exercise' was fine. I feel good.,Gemini-2.0-Flash-Lite,neutral,exercise fine feel good
The 'meeting' went well. We got things done.,Gemini-2.0-Flash-Lite,neutral,meeting went well got thing done
The 'day' was alright. Nothing special.,Gemini-2.0-Flash-Lite,neutral,day alright nothing special
"Ugh, the 'Cozy Corner' restaurant was anything but. The service was slow and the food was cold.",Gemini-2.0-Flash-Lite,negative,ugh cozy corner restaurant anything service slow food cold
"That 'Space Explorers' movie was a total waste of time. The plot was boring, and the effects were cheesy.",Gemini-2.0-Flash-Lite,negative,space explorer movie total waste time plot boring effect cheesy
This 'ZoomBlaster' toy broke the first day! My daughter was so disappointed.,Gemini-2.0-Flash-Lite,negative,zoomblaster toy broke first day daughter disappointed
"The event was a total disaster, the venue was cramped and the speakers were awful.",Gemini-2.0-Flash-Lite,negative,event total disaster venue cramped speaker awful
The 'Serenity Spa' was anything but serene. It was loud and the massage was terrible.,Gemini-2.0-Flash-Lite,negative,serenity spa anything serene loud massage terrible
"That ad was so annoying, I almost turned off the TV. The product looked useless.",Gemini-2.0-Flash-Lite,negative,ad annoying almost turned tv product looked useless
"The 'MegaMart' store was a mess. The shelves were empty, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,megamart store mess shelf empty staff unhelpful
"I saw 'Crimson Tide' at the cinema, and the seats were so uncomfortable. The screen was blurry.",Gemini-2.0-Flash-Lite,negative,saw crimson tide cinema seat uncomfortable screen blurry
"This 'Brand X' product is a total scam. It didn't work as advertised, and the customer service was awful.",Gemini-2.0-Flash-Lite,negative,brand x product total scam work advertised customer service awful
"The 'Golden Spoon' restaurant was a complete disappointment. The food was bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative,golden spoon restaurant complete disappointment food bland service slow
This toy was a total rip-off! It broke within an hour and my son was so upset.,Gemini-2.0-Flash-Lite,negative,toy total rip broke within hour son upset
"The event was poorly organized. The lines were long, and the staff was rude.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude
The 'Relaxation Spa' was anything but relaxing. It was noisy and the staff was rude.,Gemini-2.0-Flash-Lite,negative,relaxation spa anything relaxing noisy staff rude
This ad was incredibly misleading. The product didn't live up to its promises.,Gemini-2.0-Flash-Lite,negative,ad incredibly misleading product live promise
"The 'SuperStore' was a chaotic mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,superstore chaotic mess aisle crowded staff unhelpful
"The movie 'Action Flick' was a huge letdown. The special effects were cheesy, and the plot was predictable.",Gemini-2.0-Flash-Lite,negative,movie action flick huge letdown special effect cheesy plot predictable
"This 'Brand Y' product is a total waste of money. It doesn't work as advertised, and the quality is terrible.",Gemini-2.0-Flash-Lite,negative,brand product total waste money work advertised quality terrible
"The 'Pasta Palace' restaurant was a disaster. The food was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pasta palace restaurant disaster food overcooked service slow
"I bought this toy for my nephew, and it was broken when it arrived. What a waste of money!",Gemini-2.0-Flash-Lite,negative,bought toy nephew broken arrived waste money
"The event was a complete flop. The music was terrible, and the atmosphere was dull.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull
The 'Tranquility Spa' was anything but tranquil. It was noisy and the massage was awful.,Gemini-2.0-Flash-Lite,negative,tranquility spa anything tranquil noisy massage awful
"This ad was so annoying, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad annoying changed channel actor terrible message confusing
"The 'Mega Mall' store was a nightmare. The crowds were unbearable, and the prices were too high.",Gemini-2.0-Flash-Lite,negative,mega mall store nightmare crowd unbearable price high
"The movie 'Space Explorers' was a total bore. The special effects were outdated, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie space explorer total bore special effect outdated story predictable
"This 'Brand Z' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand z product complete failure work customer service non existent
"The 'Burger Barn' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger barn restaurant disappointment burger dry fry cold
"This toy was a complete dud. It didn't work as advertised, and my kid was bored with it.",Gemini-2.0-Flash-Lite,negative,toy complete dud work advertised kid bored
"The event was a total mess. The food was terrible, and the seating was uncomfortable.",Gemini-2.0-Flash-Lite,negative,event total mess food terrible seating uncomfortable
"The 'Zenith Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,zenith spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand A' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand product complete rip cheaply made broke week
"The 'Pizza Place' restaurant was a total letdown. The pizza was greasy, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pizza place restaurant total letdown pizza greasy service slow
I bought this toy and it was broken when it arrived. What a waste of money! So frustrating.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money frustrating
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Oasis Spa' was anything but an oasis. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,oasis spa anything oasis crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Discount Depot' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,discount depot store disaster shelf empty price even good
"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie starfall complete snooze fest plot predictable special effect cheesy
"This 'Brand B' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand b product total scam work advertised customer service awful
"The 'Taco Town' restaurant was a disappointment. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative,taco town restaurant disappointment taco bland service slow
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Harmony Spa' was anything but harmonious. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,harmony spa anything harmonious loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Giant Mart' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,giant mart store mess aisle crowded staff unhelpful
"The movie 'Galactic Quest' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie galactic quest huge letdown special effect cheesy story predictable
"This 'Brand C' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand c product complete failure work customer service non existent
"The 'Sushi Shack' restaurant was a disaster. The sushi was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,sushi shack restaurant disaster sushi stale service slow
"I bought this toy for my niece, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy niece broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,serene spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'Cosmic Voyage' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie cosmic voyage huge disappointment plot convoluted acting wooden
"This 'Brand D' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand product complete rip cheaply made broke week
"The 'Pasta Paradise' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pasta paradise restaurant total letdown pasta overcooked service slow
I bought this toy and it was broken when it arrived. What a waste of money! I'm so annoyed.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money annoyed
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Tranquil Spa' was anything but tranquil. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,tranquil spa anything tranquil crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Mega Mart' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,mega mart store disaster shelf empty price even good
"The movie 'Space Odyssey' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie space odyssey complete snooze fest plot predictable special effect cheesy
"This 'Brand E' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand e product total scam work advertised customer service awful
"The 'Burger Joint' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger joint restaurant disappointment burger dry fry cold
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Calm Spa' was anything but calm. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,calm spa anything calm loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Super Store' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,super store store mess aisle crowded staff unhelpful
"The movie 'Galaxy Quest' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie galaxy quest huge letdown special effect cheesy story predictable
"This 'Brand F' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand f product complete failure work customer service non existent
"The 'Pizza Palace' restaurant was a disaster. The pizza was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pizza palace restaurant disaster pizza stale service slow
"I bought this toy for my nephew, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy nephew broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Harmony Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,harmony spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand G' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand g product complete rip cheaply made broke week
"The 'Taco Time' restaurant was a total letdown. The tacos were bland, and the service was slow.",Gemini-2.0-Flash-Lite,negative,taco time restaurant total letdown taco bland service slow
I bought this toy and it was broken when it arrived. What a waste of money! I'm so annoyed.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money annoyed
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Oasis Spa' was anything but an oasis. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,oasis spa anything oasis crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Discount Depot' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,discount depot store disaster shelf empty price even good
"The movie 'Starfall' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie starfall complete snooze fest plot predictable special effect cheesy
"This 'Brand H' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand h product total scam work advertised customer service awful
"The 'Burger Barn' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger barn restaurant disappointment burger dry fry cold
This toy was a complete waste of money. It broke within minutes of my kid playing with it. I'm furious!,Gemini-2.0-Flash-Lite,negative,toy complete waste money broke within minute kid playing furious
"The event was poorly organized. The lines were long, and the staff was rude. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative,event poorly organized line long staff rude frustrated
"The 'Zenith Spa' was anything but zen. It was loud, and the massage was terrible.",Gemini-2.0-Flash-Lite,negative,zenith spa anything zen loud massage terrible
"This ad was so irritating, I changed the channel. The actors were terrible, and the message was confusing.",Gemini-2.0-Flash-Lite,negative,ad irritating changed channel actor terrible message confusing
"The 'Giant Mart' store was a mess. The aisles were crowded, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,giant mart store mess aisle crowded staff unhelpful
"The movie 'Cosmic Voyage' was a huge letdown. The special effects were cheesy, and the story was predictable.",Gemini-2.0-Flash-Lite,negative,movie cosmic voyage huge letdown special effect cheesy story predictable
"This 'Brand I' product is a complete failure. It didn't work at all, and the customer service was non-existent.",Gemini-2.0-Flash-Lite,negative,brand product complete failure work customer service non existent
"The 'Sushi House' restaurant was a disaster. The sushi was stale, and the service was slow.",Gemini-2.0-Flash-Lite,negative,sushi house restaurant disaster sushi stale service slow
"I bought this toy for my niece, and it was broken on arrival. What a waste of money! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative,bought toy niece broken arrival waste money annoyed
"The event was a complete flop. The music was terrible, and the atmosphere was dull. I'm so disappointed.",Gemini-2.0-Flash-Lite,negative,event complete flop music terrible atmosphere dull disappointed
"The 'Serene Spa' was a letdown. The service was slow, and the atmosphere was sterile.",Gemini-2.0-Flash-Lite,negative,serene spa letdown service slow atmosphere sterile
"This ad was so cheesy, it made me cringe. The acting was terrible, and the product seemed useless.",Gemini-2.0-Flash-Lite,negative,ad cheesy made cringe acting terrible product seemed useless
"The 'Big Box' store was a disaster. The lines were long, and the staff was unhelpful.",Gemini-2.0-Flash-Lite,negative,big box store disaster line long staff unhelpful
"The movie 'City Lights' was a huge disappointment. The plot was convoluted, and the acting was wooden.",Gemini-2.0-Flash-Lite,negative,movie city light huge disappointment plot convoluted acting wooden
"This 'Brand J' product is a complete rip-off. It's cheaply made, and it broke after only a week.",Gemini-2.0-Flash-Lite,negative,brand j product complete rip cheaply made broke week
"The 'Pasta Palace' restaurant was a total letdown. The pasta was overcooked, and the service was slow.",Gemini-2.0-Flash-Lite,negative,pasta palace restaurant total letdown pasta overcooked service slow
I bought this toy and it was broken when it arrived. What a waste of money! I'm so annoyed.,Gemini-2.0-Flash-Lite,negative,bought toy broken arrived waste money annoyed
"The event was a complete waste of time. The speakers were boring, and the venue was cramped.",Gemini-2.0-Flash-Lite,negative,event complete waste time speaker boring venue cramped
"The 'Tranquil Spa' was anything but tranquil. It was crowded and noisy, and the massage was mediocre.",Gemini-2.0-Flash-Lite,negative,tranquil spa anything tranquil crowded noisy massage mediocre
"This ad was so annoying, I muted the TV. The music was awful, and the product seemed overpriced.",Gemini-2.0-Flash-Lite,negative,ad annoying muted tv music awful product seemed overpriced
"The 'Mega Mart' store was a disaster. The shelves were empty, and the prices weren't even that good.",Gemini-2.0-Flash-Lite,negative,mega mart store disaster shelf empty price even good
"The movie 'Space Odyssey' was a complete snooze-fest. The plot was predictable, and the special effects were cheesy.",Gemini-2.0-Flash-Lite,negative,movie space odyssey complete snooze fest plot predictable special effect cheesy
"This 'Brand K' product is a total scam. It doesn't work as advertised, and the customer service is awful.",Gemini-2.0-Flash-Lite,negative,brand k product total scam work advertised customer service awful
"The 'Burger Joint' restaurant was a disappointment. The burgers were dry, and the fries were cold.",Gemini-2.0-Flash-Lite,negative,burger joint restaurant disappointment burger dry fry cold
